name,5,4,3,2,1,total
QAAEEDY Smart Watch for Android Phones iOSFitness Tracke with Heart Rate Blood Oxygen Sleep Monitor IP68 Waterproof Smart Watch Compatible iPhone Samsung Smart Watches for Women Men (Gold),56%,6%,10%,8%,19%,86
Smart Watch for Android iOS Phones ZOSKVEE Smartwatch with Heart Rate Sleep Monitor Pedometer Fitness Watch Fitness Tracker with 5ATM Waterproof for Men Women (Purple),72%,13%,5%,4%,7%,125
"mebossco Smart Watch IP68 Waterproof Smartwatch Fitness Tracker with Heart Rate Monitor Sleep Monitor 1.4"" Sports Watch for Women Men Step Counter Activity Tracker for Android iOS Phones Black",54%,15%,10%,6%,15%,438
Smart Watch Fitness Tracker Men - CatShin Smartwatch with Heart Rate Blood Pressure Monitor Pedometer Sport Sleep Waterproof Bluetooth Touch Screen Compatible Android iOS Phone,62%,0%,38%,0%,0%,4
Smart Watch Full Touch Smartwatch for Android Phones and Compatible iPhone Samsung IP68 Waterproof Fitness Tracker with Heart Rate and Sleep Monitor Step Counter Smart Watches for Men Women,36%,17%,22%,17%,7%,34
Smart Watch MTOIRAC Smartwatch for Android Phones and iPhone Compatible IP68 Waterproof Fitness Tracker with Heart Rate Monitor Pedometer Sleep Monitor Smart Watches for Women Men,83%,3%,0%,0%,14%,33
Smart Watch for Android Phones iPhone Compatible IP68 Waterproof Smartwatch Touch Screen Fitness Tracker Fitness Watch Heart Rate Monitor Blood Oxygen Smart Watches for Men Women,100%,0%,0%,0%,0%,17
Garmin vivomove HR Hybrid Smartwatch for Men and Women White/Rose Gold,70%,15%,5%,3%,6%,3898
Kids Smart Watch for Boys Girls- Kids Smartwatch with Call 2 Cameras 16 Games Video Recorder Music Alarm Flashlight 12/24 hr Touch Screen Smart Watch for Kids Age 3-14 (Blue),49%,29%,19%,0%,3%,25
VEESIMI Smart Watch Fitness Tracker with 23 Sport Modes Heart Rate Monitor Pedometer Smartwatch with Music Control Smartphone Notifications Sleep Monitor IP68 Waterproof Backup a Sport Loop Band,85%,15%,0%,0%,0%,24
"WYZE Smart Watch 1.75""(47mm)Aluminum Smartwatch for Android Phones and iOS Phones IP68 Waterproof Fitness Tracker with Heart Rate/Blood Oxygen/Sleep/ Menstrual Monitor Digital Watch for Women and Men",58%,18%,12%,5%,6%,328
Smart Watches for Women/Men Fitness: 1.28 Inch Full Touch Screen Activity Tracker Watch Compatible with iOS/Android IP68 Waterproof Watch for Swimming Heart Rate Monitor & Blood Oxygen (Black),56%,15%,5%,11%,13%,62
"Kimnix Smart Watch1.72"" HD Full Touch Screen Larger Battery Life Fitness TrackerAnswer Call/Text/Heart Rate/Blood Pressure/Health Bracelet and Sleep Monitor Smartwatch for Android & iOS Men Women",46%,16%,12%,6%,20%,458
Genius Fit Watch smart watch with blood pressure heart rate and body temperature monitor waterproof compatible with Fitness tracker apps on android and iOS with multi sport and sleep quality mode,29%,29%,23%,10%,10%,13
Smart WatchManiGoo 1.4inch Fitness Tracker with Heart Rate MonitorBlood Oxygen SaturationWeather Forecast Waterproof Fitness Watch Compatible with iPhone and Android Phones for Women Men (Black),100%,0%,0%,0%,0%,5
Smart Watch AMOYEE Fitness Watch with Heart Rate IP68 Waterproof Activity Tracker Fitness Tracker Sleep Monitoring Blood Oxygen Smartwatch Compatible with iOS and Android for Men and Women,91%,4%,5%,0%,0%,49
SKMEI Smart Watch for Women Smart Watches for Android and iOS Phones Waterproof Fitness Activity Tracker with Heart Rate Sleep Monitor Smartwatch with Full Touch Screen Pedometer Call Reminder,50%,20%,7%,7%,15%,55
Smart Watches for Women/Men Fitness: 1.28 Inch Full Touch Screen Activity Tracker Watch Compatible with iOS/Android IP68 Waterproof Watch for Swimming Heart Rate Monitor & Blood Oxygen (Pink),56%,15%,5%,11%,13%,62
Blackview Smart Watch for Android Phones Compatible with iPhone Samsung Fitness Watch with Blood Oxygen & Heart Rate Sleep Monitor 5ATM Waterproof Pedometer Smart Watches for Men Women (2 Bands),63%,19%,9%,2%,7%,1311
Garmin vivomove HR Hybrid Smartwatch for Men and Women White/Rose Gold,70%,15%,5%,3%,6%,3898
Amazfit GTR 3 Pro Smart Watch for Android iPhone with Bluetooth Call Alexa GPS WiFi Men's Fitness Tracker 150 Sports Modes 1.45”AMOLED Display Blood Oxygen Heart Rate Tracking Waterproof Black,63%,14%,14%,0%,8%,26
Smart Watch for Men and WomenIP68 Waterproof Fitness Tracker with Heart Rate and Sleep Monitor Blood Pressure Blood Oxygen Tracking Smartwatch Compatible with Android iPhone iOS Phones,56%,16%,11%,7%,11%,38
Smart Watch for Men Women(Make/Answer Call 1.28 Inch Bluetooth) Fitness Tracker with Real-Time Monitor App Message Reminder Waterproof Smart Watch for Android iOS Phones (Steel & Silicone Band),47%,21%,11%,8%,12%,45
QAAEEDY Smart Watch for Android Phones iOSFitness Tracke with Heart Rate Blood Oxygen Sleep Monitor IP68 Waterproof Smart Watch Compatible iPhone Samsung Smart Watches for Women Men (Black),56%,6%,10%,8%,19%,86
Smart Watch Eastcoo 1.69' HD Full Touch Screen Fitness Smart Watch Tracker for Android /IOS Phones Men Women Sport Tracker Heart Rate Monitor Message for Samsung iPhone Gift,72%,14%,5%,5%,5%,65
Fossil Men's Neutra Hybrid Smartwatch HR with Always-On Readout Display & Heart Rate & Activity Tracking & Smartphone Notifications & Message Previews,72%,13%,3%,4%,8%,137
SAMSUNG Galaxy Watch 4 Classic R890 46mm Smartwatch GPS WiFi (International Model) (Black),69%,19%,0%,0%,11%,13
"Smart WatchMAXTOP Fitness Watch for Android/iOS Phones with Heart Rate Blood Pressure Pedometer Sleep Monitor Waterproof 1.54"" Touch Screen Smart Watches for Men Women(Gold)",75%,25%,0%,0%,0%,18
"Smart Watch for Android/iOS Phones1.54"" Smartwatch with Heart RateCallSleep MonitorFull Touch ScreenStep CounterBlood PressureBlood Oxygen TrackingIP67 Waterproof Fitness Tracker Watch",50%,19%,7%,7%,17%,24
Kids Smart Watch for Boys - Smart Watch for Kids with Call | 8 Games | SOS | Camera | Music Player | Alarm Clock | Calculator | Album & Video | Recording | for 4-12 Years Boys Birthday Gifts (Black),69%,0%,20%,0%,11%,48
Fossil Women's Monroe Hybrid Smartwatch HR with Always-On Readout Display Heart Rate Activity Tracking Smartphone Notifications Message Previews,65%,15%,6%,3%,10%,141
Smart Watch for Women Waterproof Fitness Tracker with Blood Pressure Heart Rate Blood Oxygen Sleep Monitor Message Notification Sport Pedometer Smartwatch Bracelet for iOS Android Phones(Rose Gold),50%,17%,12%,7%,13%,768
"UHOOFIT Smart Watch for Men 1.71"" Full Touch Smartwatch with Heart Rate Monitor Message Notification Sleep Monitor IP68 Waterproof Fitness Watch with 20 Mode Sports Countdown Alarm for Android iOS",60%,20%,20%,0%,0%,6
PATROHOO Bands Compatible with Samsung Galaxy Watch 4 Classic Band 42mm 46mm / 4 40mm 44mm for Men Women. Galaxy Watch 4 Soft Silicone Band for Women 3 Pack.,78%,0%,0%,22%,0%,6
"Smart Watch for Android/iOS Phone 1.54"" Full Touch Sreen Activity TrackerHealth Tracker Watch with Heart Rate Monitor Blood Pressure Sleep Tracking IP68 Waterproof Smartwatch for Men Women",47%,17%,11%,11%,13%,59
Recoppa Compatible for Apple Watch Case 45mm Series 7 Shockproof Ultra-Thin Hard PC Bumper Case All-Around Edge Protective Cover Frame[NO Screen Protector] for iWatch Accessories Silver,72%,16%,5%,2%,5%,53
CanMixs Smart Watch for Android Phones ios Fitness Tracker Digital Watch with Heart Rate Blood Oxygen Sleep Monitor IP68 Waterproof Smart Watch for Women Men Smartwatch 46mm Compatible iPhone Samsung,51%,17%,13%,7%,12%,1840
Fitpolo Smart Watch for Android Phones and iOS Phones IP68 Swimming Waterproof Smartwatch Fitness Tracker Fitness Watch Heart Rate Monitor Smart Watches for Men Women (Green),61%,17%,10%,5%,7%,4139
Smart Watch 2021(Call Receive/Dial) 1.70 in HD Full Touch Screen Smartwatch Fitness Tracker with/Heart Rate/Blood Pressure/Sleep Step Tracking Smart Watch for Android iOS Phones Women Man,100%,0%,0%,0%,0%,2
Nickelodeon Touchscreen Interactive Smart Watch (Model: PAW4316AZ),75%,10%,10%,0%,5%,34
WILLOWWIND Kids Smart Watch for Boys Girls - Children's Smartwatch with 14 Games Music Mp3 Player Alarms Calculator for Students 4-12 Years Old Birthday Gift (Pink),53%,17%,10%,5%,14%,615
Smart Bluetooth Watch Fitness Watch Blood Pressure IP68 Waterproof Pedometer Text Reminder Fit Tracker Step Watch Tracker for Men Women Sport Bracelet Compatible with iOS & Android Phones,18%,35%,20%,0%,26%,5
Fossil Men's Machine Stainless Steel Hybrid Smartwatch with Activity Tracking and Smartphone Notifications,71%,14%,6%,4%,6%,447
Smart WatchMAXTOP Fitness Watch for Android/iOS Phones with Blood Pressure Heart Rate & Blood Oxygen Monitor Activity Tracker 1.4'' Full Touch Screen IP67 Waterproof Smartwatch for Men Women (Gray),62%,0%,38%,0%,0%,11
feifuns Smart Watch with Call(Answer Make Call) IP67 Waterproof Fitness Tracker Heart Rate Blood Pressure Oxygen SpO2 Sleep Step Calorie Count Smart Watches for Men Women for Android iOS Phone (Black),53%,20%,11%,6%,10%,315
Smart Watch HuaWise Smart Watch for Android Phones and iOS HD Touch Smartwatch Waterproof Fitness Tracker Watch with Heart Rate Stopwatch Smart Watches for Men Women Compatible iPhone Samsung,63%,14%,9%,6%,8%,271
PATROHOO Bands Compatible with Samsung Galaxy Watch 4 Classic Band 42mm 46mm / 4 40mm 44mm for Men Women. Galaxy Watch 4 Soft Silicone Band for Women 3 Pack.,78%,0%,0%,22%,0%,6
"Smart Watch 2021 Ver. Watches for Men Women Fitness Tracker 1.69"" Touch Screen Smartwatch Fitness Watch Heart Rate Monitor IP68 Waterproof Pedometer Activity Tracker Sleep Monitor for Android iPhone",54%,18%,11%,6%,11%,3576
Fossil Men's FB-01 Dive-Inspired Hybrid Smartwatch HR with Always-On Readout Display Heart Rate Activity Tracking Smartphone Notifications Message Previews,64%,14%,9%,5%,8%,483
Fitbit Versa Smart Watch Black/Black Aluminium One Size (S & L Bands Included),68%,13%,6%,4%,10%,9137
4G Smart Watch 2.86 Inch Screen Android 7.1 3GB+32GB 5MP Camera 2700mAh Battery Smartwatch for Men,54%,16%,9%,6%,15%,320
Disney Boys' Touchscreen Smart Watch with Plastic Strap Black 20 (Model: MK4089AZ),73%,10%,7%,3%,7%,254
Fossil Women's Gen 6 42mm Stainless Steel Touchscreen Smart Watch Heart Rate Color: Rose Gold Gunmetal (Model: FTW6078V),63%,17%,8%,8%,5%,30
NETGEAR Wi-Fi Range Extender EX3700 - Coverage Up to 1000 Sq Ft and 15 Devices with AC750 Dual Band Wireless Signal Booster & Repeater (Up to 750Mbps Speed) and Compact Wall Plug Design,50%,17%,13%,7%,13%,65773
4G Kids Smartwatch with GPS TrackerSmart Watch w Camera for Kids2 Way Voice & Video Call SOS Alert Smartphone Cell Phone Smart Watch4-15 Years Boys Girls Children Birthday,63%,37%,0%,0%,0%,5
Charging Station for Multiple Devices 5-Port Charging Dock with 4 Mixed Cables UL Listed USB Charging Station Compatible with iWatch AirPods Smart Phone(No Watch Charger),71%,15%,7%,2%,5%,2070
Garmin 010-02172-31 Vivoactive 4S Smaller-Sized GPS Smartwatch Features Music Body Energy Monitoring Animated Workouts Pulse Ox Sensors and More Light Gold with Light Pink Band,77%,13%,4%,2%,4%,8986
Smart Watch for Android Phones iPhone Compatible IP68 Waterproof Smartwatch Touch Screen Fitness Tracker Fitness Watch Heart Rate Monitor Blood Oxygen Smart Watches for Men Women,100%,0%,0%,0%,0%,17
suinsist SmartWatch 2021 with Call FitnessTracker with Sleep Monitor Activity Tracker with 1.54 Inch Touch HD Screen IP67 Waterproof Pedometer Smartwatch with Step Monitor,55%,14%,9%,6%,16%,659
"WYZE Smart Watch 1.75""(47mm)Aluminum Smartwatch for Android Phones and iOS Phones IP68 Waterproof Fitness Tracker with Heart Rate/Blood Oxygen/Sleep/ Menstrual Monitor Digital Watch for Women and Men",58%,18%,12%,5%,6%,328
KOSPET Magic 3 Smartwatch1.71 inch 3D Curved Full Touch Screen Smartwatch 20 Sports Modes Real Blood Oxygen Blood Pressure TestHeart Rate and Sleep Monitoring IP68 Waterproof Bluetooth 5.0,54%,19%,10%,6%,11%,296
Fitness Tracker Watch Activity Trackers for Women Men Exercise Fitness Watch Health Tracker Heart Rate Sleep Monitor Waterproof Smartwatch with Calories GPS Step Counter Pedometer Workout Watch,82%,11%,0%,0%,7%,40
Michael Kors Women's Gen 5E 43mm Stainless Steel Touchscreen Smartwatch with Fitness Tracker Heart Rate Contactless Payments and Smartphone Notifications.,71%,14%,6%,2%,8%,251
Smart Watch 1.69'' Full Touch Screen Fitness Watches for Women IP67 Waterproof Fitness Tracker with Heart Rate Monitor Sleep Tracker Blood Oxygen Monitor Step Counter Smartwatch for Android IOS Pink,100%,0%,0%,0%,0%,2
HUAWEI Band 6 Fitness Tracker Smartwatch for Men Women 1.47’’ AMOLED Color Screen All Day Spo2 and Heart Rate Monitoring2 Week Battery Life5ATM Waterproof Global VersionPink,73%,15%,5%,1%,7%,459
TicWatch Pro 3 Ultra GPS Smartwatch Qualcomm SDW4100 and Mobvoi Dual Processor System Wear OS Smart Watch for Men Blood Oxygen IHB AFib Detection Fatigue Assessment 3-45 Days Battery NFC Mic Speaker,79%,10%,7%,2%,2%,66
Smart Watch for Women AGPTEK Smartwatch for Android and iOS Phones IP68 Waterproof Activity Tracker with Full Touch Color Screen Heart Rate Monitor Pedometer Sleep Monitor Pink LW11,61%,16%,10%,5%,8%,17758
"Smart Watch 2021 for Men Women Fitness Watch 1.69"" Touch Screen Smartwatch Pedometer Watch with Heart Rate and Sleep Monitor IP67 Waterproof Sport Watch Activity Tracker for iOS and Android",50%,18%,12%,9%,12%,855
Smart Watch Fitness Tracker for Android Phones and iOS Phones - Touch Screen IP67 Waterproof Sports Activity Fitness Tracker with Heart Rate Sleep Monitor Message Reminder for Men Women (Black),64%,0%,0%,0%,36%,6
Burxoe Smart WatchIp67 Waterproof Bluetooth Smartwatch for Android PhonesSport Fitness Watch with Blood Pressure Oxygen Heart Rate Monitor Activity Tracker Compatiable for Samsung iOS Women Men,100%,0%,0%,0%,0%,20
Accutime Touchscreen Interactive Smart Watch (Model: LOL4316OMGAZ),71%,17%,6%,2%,5%,143
XPLORA X5 Play - Watch Phone for Children (SIM Free) 4G - Calls Messages Kids School Mode SOS Function GPS Location Camera and Pedometer (Black),60%,17%,7%,6%,10%,206
IOWODO Smart Watch for Android Phones Activity Tracker -Fitness Tracker Watch iOS Compatible Smart Watch for Men Step Counter for Walking Digital Watch Womens Waterproof Smartwatch Black,59%,17%,12%,4%,8%,264
Kenneth Cole New York Wellness Watch Smartwatch with Health Technology Sport Modes and Smartphone Capabilities (Model: KCWGP2174001),0%,0%,100%,0%,0%,1
Kids Smart Watches Girls Boys Kids Smartwatch with Calling 14 Games Dual Cameras Alarm Music Player Flashlight 12/24 hr Touch Screen Children Learning Toys Birthday Gifts for Kids Age 3-14(Pink),52%,13%,10%,2%,22%,97
Movado Connect 2.0 Unisex Powered with Wear OS by Google Stainless Steel and Black Leather Smartwatch Color: Black (Model: 3660028),66%,8%,13%,5%,8%,96
Garmin Venu Sq Music GPS Smartwatch with Bright Touchscreen Display Features Music and Up to 6 Days of Battery Life Slate and Moss Green,72%,14%,6%,4%,4%,3467
COLMI Smart Watch for iPhone Andriod2021 New Upgraded Smartwatch for Men with Sleep Tracker and Message Reminder Waterproof Fitness Tracker with Heart Rate and Blood Pressure Monitor,51%,19%,9%,9%,12%,85
Amazfit GTS 2 Mini Smart Watch GPS Fitness Tracker for Men Women Alexa Built-in 14 Days Battery Life 70+ Sports Modes Blood Oxygen Heart Rate Sleep Monitor AMOLED Screen 5 ATM Waterproof-Black,61%,19%,9%,4%,7%,6892
Landhoo 6 Pack case for Apple Watch Series 7 41mm Screen Protector with Tempered Glass Hard PC HD Full Cover Protective iwatch.,79%,10%,5%,4%,3%,118
Fossil Women's Carlie Stainless Steel Hybrid Smartwatch with Activity Tracking and Smartphone Notifications,49%,15%,16%,9%,11%,158
Kids Smart Watch Waterproof Kids Smart Watches with G Tracker Multifunctional Kids Watches Phone Gift for Children Aged 3-14(Blue),43%,12%,15%,0%,30%,18
Smart Watch 1.28’’ Full Touch Screen Smartwatch for Men Women IP68 Waterproof Fitness Tracker with Swimming 10 Sports Modes 24H Heart Rate Monitor Sleep Tracker Pedometer for Android iOS (Black),72%,20%,8%,0%,0%,23
"LIGE Smart Watch for Android iOS 1.32"" DIY Full Touch Screen Bluetooth Headset Music Fitness Tracker with Heart Rate Sleep Monitor IP68 Waterproof Stainless Steel Activity Tracker for Men",62%,30%,0%,0%,8%,28
Smart Watch 1.72'' Full Touch Screen Fitness Tracker for Android/iOS Phone Advanced Heart Rate/SpO2 Pedometer/Blood Pressure/Text/Sleep Monitor IP67 Waterproof Smartwatch for Women Men (Black),51%,19%,9%,7%,14%,65
Smart Watch 2021Smart Watch with Call for MenHealth and Fitness Smartwatch for Android iOS Phones with Sleep TrackerApp Message ReminderMusic ControlIP67 Waterproof Smart Watch Brown,44%,18%,12%,6%,19%,1925
Skagen Connected Falster 3 Gen 5 Stainless Steel Touchscreen Smartwatch with Heart Rate GPS NFC and Smartphone Notifications,60%,18%,9%,4%,9%,398
Pradory Smart Watch Fitness Watch Activity Tracker with Blood Pressure Heart Rate Monitor IP67 Waterproof Bluetooth Smartwatch Touch Screen Sports Tracker Watch for iOS Phones Android Men Women Pink,87%,7%,4%,1%,1%,1106
Smart Watch AGPTEK Smartwatch for Men Women IP68 Waterproof Activity Tracker with Full Touch Color Screen Heart Rate Monitor Pedometer Sleep Monitor for Android and iOS Phones Blue LW11,61%,16%,10%,5%,8%,17757
CanMixs Smart Watch for Android Phones iOS Waterproof Smart Watches for Women Men Sports Digital Watch Fitness Tracker Heart Rate Blood Oxygen Sleep Monitor Touch Screen Compatible Samsung iPhone,56%,16%,11%,6%,12%,6312
Kids Smart Watch for Boys - Smart Watch for Kids with 16 Games | Camera | Music | Alarm | Pedometer | Calculator | Torch | Photos & Video | Calendar | Recorder for 4-12 Years Kids Gifts (Blue),100%,0%,0%,0%,0%,14
Marvel Spider-Man Touchscreen Interactive Smart Watch (Model: SPD4588AZ),73%,14%,6%,2%,4%,6198
Samsung Galaxy Watch3 Watch 3 (GPS Bluetooth LTE) Smart Watch with Advanced Health Monitoring Fitness Tracking and Long Lasting Battery (Black 45MM) (Renewed),71%,14%,6%,3%,7%,524
Kids Smart Watch Kids Watch Toys for 3-12 Ages Year Old Kids Smartatches with 16 Learning Games Video Camera Pedometer Music Alarm Flashlight Birthday Gift for Kids Boys Girls(Sapphire Blue),78%,0%,0%,11%,11%,49
Smart Watch for Android iOS Phones Compatible with iPhone Samsung LG HCHLQL 1.75 Inch Touchscreen Fitness Tracker Bluetooth Smartwatch with Call/SMS/Heart Rate/Pedometer for Men Women Kid (Black),36%,5%,13%,12%,34%,137
Smart Watch Hongmed Sports Fitness Tracker for Android Phones iPhone Compatible Smartwatch with Heart Rate Sleep Swimming Tracking Waterproof Activity Tracker with Compass for Men Women Black,50%,26%,12%,12%,0%,13
Timex Metropolitan R AMOLED Smartwatch with GPS & Heart Rate 42mm – Black with Brown Leather & Silicone Strap,69%,14%,4%,7%,6%,124
Smart Watch for Kids Boy Girls - Smartwatch with Phone Calls SOS & Silent Mode HD Camera Touchscreen Kids Watch 11 Games Video Music Player & Calculator 12/24 hr for Aged 3-12(Green),67%,9%,15%,0%,9%,25
PATROHOO Bands Compatible with Samsung Galaxy Watch 4 Classic Band 42mm 46mm / 4 40mm 44mm for Men Women. Galaxy Watch 4 Soft Silicone Band for Women 3 Pack.,78%,0%,0%,22%,0%,6
"Smart Watch AGPTEK 1.69""(43mm) Smartwatch for Android and iOS Phones IP68 Waterproof Fitness Tracker Watch Heart Rate Monitor Pedometer Sleep Monitor for Men Women Black LW31",54%,15%,12%,5%,13%,1593
Smart Watches for Women/Men Fitness: 1.28 Inch Full Touch Screen Activity Tracker Watch Compatible with iOS/Android IP68 Waterproof Watch for Swimming Heart Rate Monitor & Blood Oxygen (Black),56%,15%,5%,11%,13%,62
TOPBANG Smartwatch Band Compatible with Apple Watch Bands 38mm 40mm 41mm 42mm 44mm 45mm for Women Men Easy Adjust Stainless Bracelet Wristband Jewelry Compatible for iWatch Series 7 6 5 4 3 2 1 SE,68%,10%,13%,4%,5%,32
Paw Patrol Touchscreen Interactive Smart Watch (Model: PAW4275AZ),73%,15%,6%,2%,4%,752
Towond Smart Watch for iPhone/Android Phones - IP68 Waterproof Fitness Tracker with Heart Rate Monitor Fitness Tracking & Counter Sleep Monitor Sport Smart Watches for Women and Men-Black,58%,11%,0%,13%,18%,20
"Smart Watch for Men and Women 1.69"" DIY Watch Face Fitness Tracker IP68 Waterproof Fitness Watch with Heart Rate and Sleep Monitor Calorie Step Counter Activity Tracker for Android iOS (Purple)",67%,15%,5%,4%,9%,226
Smart Watch for Men Fitness Tracker: IP68 Waterproof Smartwatch for Android iOS Phone Sport Running Digital Watches with Heart Rate Blood Pressure Sleep Monitor Step Counter 46.5mm Round Touch Screen,63%,0%,0%,37%,0%,3
HUAWEI Watch GT 2 2019 Bluetooth SmartWatch Longer Lasting 2 Weeks Battery Life Waterproof Compatible with iPhone and Android 46mm No Warranty International Version (Sunset Orange) (Renewed),62%,19%,19%,0%,0%,6
"Smart Watch 2021 for Men Women Fitness Watch 1.69"" Touch Screen Smartwatch Pedometer Watch with Heart Rate and Sleep Monitor IP67 Waterproof Sport Watch Activity Tracker for iOS and Android",50%,18%,12%,9%,12%,855
Smart Watch for Women 2021 Smartwatch for Android iOS Phones Fitness Tracker Heart Rate Blood Pressure Blood Oxygen Sleep Monitor Fitness Watch with Full Touch Screen Compatible iPhone Samsung,52%,28%,0%,0%,20%,21
Kimnix Smart Watch 1.72 in HD Full Touch Screen Smartwatch Pink Fitness Tracker with Call/Text/Heart Rate/Blood Pressure/Sleep Step Tracking Fitness Watch for Android & iOS Women Man,55%,9%,14%,7%,15%,246
Citizen CZ Smart Stainless Steel Smartwatch Touchscreen Heartrate GPS Speaker Bluetooth Notifications iPhone and Android Compatible Powered by Google Wear OS,55%,13%,9%,11%,12%,280
"TECCER Smart Watch for Android iOS Phones 1.78"" Smartwatch Supports Bluetooth Call Fitness Tracker with Heart Rate Sleep Monitor Blood Oxygen IP68 Waterproof Sports Smart Watch for Men Women",44%,17%,17%,5%,17%,38
iFuntecky Smart WatchSmartwatch for Android PhonesSmart Watches Touchscreen with Camera Bluetooth Watch Cell Phone with Sim Card Slot Compatible Samsung iOS Phone 12 12 Pro 11 10 Men Women,88%,0%,0%,0%,12%,20
Fitbit Versa Lite Smartwatch Charcoal/Silver Aluminum One Size (S & L Bands Included),73%,11%,6%,3%,7%,3594
Bluetooth Call Smartwatch for Women Fitness Tracker Watch with Heart Rate and Sleep Monitor IP67 Waterproof Activity Tracker Pedometer Watches Compatible with iPhone Android Phones (Pink),46%,15%,13%,6%,19%,349
PlayZoom 2 Kids Smartwatch - Video Camera Selfies STEM Learning Educational Fun Games MP3 Music Player Audio Books Touch Screen Sports Digital Watch Gift for Kids Toddlers Boys Girls Fun Prints,46%,25%,12%,0%,17%,40
Fossil Women's Charter Hybrid Smartwatch HR with Always-On Readout Display Heart Rate Activity Tracking Smartphone Notifications Message Previews,69%,13%,8%,4%,6%,946
SAMSUNG Galaxy Watch 4 40mm R860 Smartwatch GPS Bluetooth WiFi (International Version) (Pink),75%,9%,5%,12%,0%,30
Pradory Smart WatchFitness Watch Activity Tracker with Heart Rate Blood Pressure Monitor IP67 Waterproof Bluetooth Smartwatch Touch Screen Sports Tracker Watch for Android iOS Phones Men Women Black,69%,15%,6%,3%,7%,1023
TouchElex Smart Watch for Android Phones and iOS Compatible iPhone Samsung Men Women HD Screen Oxygen Monitor Heart Rate Monitor IP68 Waterproof Smartwatch Fitness Tracker Fitness Watch,53%,18%,10%,5%,13%,143
Smart Watch AGPTEK Smartwatch for Men Women IP68 Waterproof Activity Tracker with Full Touch Color Screen Heart Rate Monitor Pedometer Sleep Monitor for Android and iOS Phones Black LW11,61%,16%,10%,5%,8%,17757
"Smart Watch for Android/iOS Phone 1.54"" Full Touch Sreen Activity TrackerHealth Tracker Watch with Heart Rate Monitor Blood Pressure Sleep Tracking IP68 Waterproof Smartwatch for Men Women",47%,17%,11%,11%,13%,59
Wellue WearO2 Wearable Health Monitor Pulse Meter with Bluetooth Free APP Continuously Tracks SP-O2 & Heart Rate with Notification HR Monitor,55%,20%,10%,6%,9%,201
Pewant Fitness Tracker Smart WatchIP68 Waterproof Activity Tracker Smart Watch with Heart Rate Blood Pressure Message Call Reminder Smartwatch for Women Men KidsBluetooth Touch Screen Sport Watch,47%,22%,10%,5%,16%,137
Fossil Women's Charter Hybrid Smartwatch HR with Always-On Readout Display Heart Rate Activity Tracking Smartphone Notifications Message Previews,69%,13%,8%,4%,6%,946
Women Smart Watch for Android iOS Phone Fitness Tracker Heart Rate Blood Pressure Waterproof Activity Tracker Pedometer Step Calories Counter Sleep Monitor Health Exercise Luxury Fashion Smartwatch,49%,18%,13%,6%,13%,376
Smart Watch HolaDream HD Touch Screen Smartwatch Fitness Activity Tracker for Android & iOS Compatible 5ATM Waterproof Heart Rate/Sleep/Calorie/Blood Oxygen Monitor Pedometer for Man Woman,39%,28%,17%,17%,0%,10
Accutime Touchscreen Interactive Smart Watch,76%,10%,7%,4%,4%,818
Pokémon Touchscreen Interactive Smart Watch,71%,15%,8%,3%,4%,552
Padgene Bluetooth SmartwatchTouchscreen Wrist Smart Phone Watch Sports Fitness Tracker with SIM SD Card Slot Camera Pedometer Compatible with Android Smartphone for Kids Men Women,40%,13%,13%,9%,25%,1724
(Refurbished) Apple Watch Series 5 (GPS + Cellular 40MM) - Space Gray Aluminum Case with Black Sport Band,79%,8%,3%,1%,8%,3382
Smart Watch for Womensuinsist smartwatch for Android and iOS Phones (Receive/Make Calls10 Sport Modes80+ Faces) Fitness Tracker with Sleep HR MonitoringSMS ReminderIP67 Waterproof Gold,45%,18%,11%,7%,20%,184
Wellue Oxylink Wireless Wearable Health Monitor Bluetooth Pulse Meter with Audio Reminder in Free App - Rechargeable Wearable O2 Monitor,57%,15%,13%,6%,9%,73
IOWODO Smart Watch Fitness Tracker 1.55'' HD Touch Screen with Heart Rate Monitor & Sleep Tracking 5ATM Waterproof Pedometer Smartwatch for Men Women Compatible with iPhone Android Phones,60%,18%,10%,4%,8%,1855
GOKOO Smart Watch Fitness Tracker with Heart Rate Monitor Sleep Monitor Full Touch Screen IP68 Waterproof Sport Smartwatches Bluetooth Smart Watch for Women Men Compatible with iPhone Andriod,50%,22%,9%,7%,12%,124
Fitbit Ionic Watch,64%,12%,6%,5%,13%,11830
"1.65"" Large HD Display Smart Watch Vastking FIT M3 Fitness Tracker with Blood Oxygen & Heart Rate Monitor 7+ Days Battery IP68 Waterproof Cardio Watch for Men and Women Pink",64%,17%,12%,0%,7%,19
Samsung Galaxy Tab 4 10.1in 16gb WiFi Black (Renewed),60%,13%,11%,5%,12%,863
SAMSUNG Galaxy Watch Active2 (Silicon Strap + Aluminum Bezel) Bluetooth - International (Aqua Black R820-44mm),80%,10%,4%,1%,5%,3171
Marvel Avenger Touchscreen Interactive Smart Watch (Model: AVG4597AZ),75%,16%,3%,3%,4%,239
CanMixs Smart Watch for Android Phones iOS Waterproof Smart Watches for Women Men Sports Digital Watch Fitness Tracker Heart Rate Blood Oxygen Sleep Monitor Touch Screen Compatible Samsung iPhone,56%,16%,11%,6%,12%,6312
